Item,Price,Ad ID,Location,Model,Details
 2014 Hero Honda Passion pro 51300 Kms ,35000," Added via phone Yesterday, Ad ID: 1222055809 "," Malad West, Mumbai ", 2014 Hero Honda Passion pro 51300 Kms ," Brand: Hero Honda Model: Others Year: 2014 KM Driven: 51,300 km "
 2009 Yamaha FZS 40000 Kms ,35000," Added via phone Yesterday, Ad ID: 1222051247 "," Colaba, Mumbai ", 2009 Yamaha FZS 40000 Kms ," Brand: Yamaha Model: FZS Year: 2009 KM Driven: 40,000 km "
 Bajaj Pulsar 30000 Kms 2005 year ,25000," Added via phone Yesterday, Ad ID: 1222044561 "," Wadala East, Mumbai ", Bajaj Pulsar 30000 Kms 2005 year ," Brand: Bajaj Model: Pulsar Year: 2007 KM Driven: 30,000 km "
 Yamaha FZS 5900 Kms 2015 year ,50000," Added via phone Yesterday, Ad ID: 1222074881 "," Agashi, Mumbai ", Yamaha FZS 5900 Kms 2015 year ," Brand: Yamaha Model: FZS Year: 2015 KM Driven: 5,900 km "
 2008 Honda CB 25 Kms ,25000," Added via phone Yesterday, Ad ID: 1222058657 "," Sir JJ Road, Mumbai ", 2008 Honda CB 25 Kms , Brand: Honda Model: CB Year: 2008 KM Driven: 25 km 
 Bajaj Pulsar 70000 Kms 2011 years ,38000," Added via phone Yesterday, Ad ID: 1219118599 "," Vikhroli East, Mumbai ", Bajaj Pulsar 70000 Kms 2011 years ," Brand: Bajaj Model: Pulsar Year: 2011 KM Driven: 70,000 km "
 Honda Others 21000 Kms 2013 year ,34000," Added via phone Yesterday, Ad ID: 1222062915 "," Kalyan West, Mumbai ", Honda Others 21000 Kms 2013 year ," Brand: Honda Model: Others Year: 2013 KM Driven: 21,000 km "
 2016 KTM RC 17000 Kms ,120000," Added via phone Yesterday, Ad ID: 1222078807 "," Vikhroli West, Mumbai ", 2016 KTM RC 17000 Kms ," Brand: KTM Model: RC Year: 2016 KM Driven: 17,000 km "
 2012 Yamaha FZS 25000 Kms ,50000," Added via phone Yesterday, Ad ID: 1222081749 "," Parel, Mumbai ", 2012 Yamaha FZS 25000 Kms ," Brand: Yamaha Model: FZS Year: 2012 KM Driven: 25,000 km "
 Bajaj Pulsar 20000 Kms 2008 year ,20000," Added via phone Yesterday, Ad ID: 1222088609 "," Cotton Green, Mumbai ", Bajaj Pulsar 20000 Kms 2008 year ," Brand: Bajaj Model: Pulsar Year: 2008 KM Driven: 20,000 km "
 Royal Enfield Bullet 9800 Kms 2012 year ,80000," Added via phone Yesterday, Ad ID: 1222090539 "," Vazira, Mumbai ", Royal Enfield Bullet 9800 Kms 2012 year ," Brand: Royal Enfield Model: Bullet Year: 2012 KM Driven: 9,800 km "
 Bajaj Avenger 10300 Kms 2017 year ,15000," Added via phone Yesterday, Ad ID: 1222086571 "," Tunga Village, Mumbai ", Bajaj Avenger 10300 Kms 2017 year ," Brand: Bajaj Model: Avenger Year: 2017 KM Driven: 10,300 km "
 1st owner. 27000 km driven..full serviced..no ,235000," Added via phone Yesterday, Ad ID: 1222322455 "," Dockyard Road, Mumbai ", 1st owner. 27000 km driven..full serviced..no ," Brand: Other Brands Year: 2016 KM Driven: 27,000 km "
 Honda CB 15000 Kms 2014 year ,850000," Added via phone Yesterday, Ad ID: 1222082955 "," Ghatkopar East, Mumbai ", Honda CB 15000 Kms 2014 year ," Brand: Honda Model: CB Year: 2014 KM Driven: 15,000 km "
 Bajaj Avenger 18000 Kms 2016 year ,56666," Added via phone Yesterday, Ad ID: 1219361239 "," Malad East, Mumbai ", Bajaj Avenger 18000 Kms 2016 year ," Brand: Bajaj Model: Avenger Year: 2016 KM Driven: 18,000 km "
 Honda CB 33000 Kms 2011 year ,32000," Added via phone Yesterday, Ad ID: 1222324339 "," Andheri West, Mumbai ", Honda CB 33000 Kms 2011 year ," Brand: Honda Model: CB Year: 2011 KM Driven: 28,000 km "
 2012 Hero Splendor 15000 Kms ,26000," Added via phone Yesterday, Ad ID: 1222324825 "," Tagore Nagar, Mumbai ", 2012 Hero Splendor 15000 Kms ," Brand: Hero Model: Splendor Year: 2012 KM Driven: 15,000 km "
 Honda Others 2 Kms 2010 year ,30500," Added via phone Yesterday, Ad ID: 1219267413 "," Vasai East, Mumbai ", Honda Others 2 Kms 2010 year , Brand: Honda Model: Others Year: 2010 KM Driven: 2 km 
 My RX 100 good condition green tax paid 2021 ,27000," Added via phone Yesterday, Ad ID: 1222326741 "," Verma Nagar, Mumbai ", My RX 100 good condition green tax paid 2021 ," Brand: Other Brands Year: 1991 KM Driven: 40,000 km "
 2007 Honda CB 35000 Kms ,20000," Added via phone Yesterday, Ad ID: 1219112507 "," Vasai East, Mumbai ", 2007 Honda CB 35000 Kms ," Brand: Honda Model: CB Year: 2007 KM Driven: 35,000 km "
 2012 Royal Enfield Classic 35000 Kms ,95000," Added via phone Yesterday, Ad ID: 1211836651 "," Vakola, Mumbai ", 2012 Royal Enfield Classic 35000 Kms ," Brand: Royal Enfield Model: Classic Year: 2012 KM Driven: 37,000 km "
 Royal Enfield Others 50000 Kms 2006 year ,80000," Added via phone Yesterday, Ad ID: 1222333709 "," Dhanayjay And Bhadarali, Mumbai ", Royal Enfield Others 50000 Kms 2006 year ," Brand: Royal Enfield Model: Others Year: 2006 KM Driven: 50,000 km "
 Hero Honda Passion 57500 Kms 2010 year ,25000," Added via phone Yesterday, Ad ID: 1222333383 "," Kurla West, Mumbai ", Hero Honda Passion 57500 Kms 2010 year ," Brand: Hero Honda Model: Passion Year: 2010 KM Driven: 57,500 km "
 2014 Honda CB 45000 Kms ,47000," Added via phone Yesterday, Ad ID: 1222336075 "," Mumbai Central, Mumbai ", 2014 Honda CB 45000 Kms ," Brand: Honda Model: CB Year: 2014 KM Driven: 45,000 km "
 2017 KTM Duke 200 19850 Kms ,120000," Added via phone Yesterday, Ad ID: 1222335189 "," Worli, Mumbai ", 2017 KTM Duke 200 19850 Kms ," Brand: KTM Model: Duke 200 Year: 2017 KM Driven: 19,850 km "
 2016 KTM Duke 200 2500 Kms ,130000," Added via phone Yesterday, Ad ID: 1222336817 "," Andheri East, Mumbai ", 2016 KTM Duke 200 2500 Kms ," Brand: KTM Model: Duke 200 Year: 2016 KM Driven: 2,500 km "
 Yamaha FZS 28500 Kms 2009 year ,30000," Added via phone Yesterday, Ad ID: 1222340961 "," Kanakia Road, Mumbai ", Yamaha FZS 28500 Kms 2009 year ," Brand: Yamaha Model: FZS Year: 2009 KM Driven: 28,500 km "
 Rajdoot Bobby GTS ,145000," Added via phone Yesterday, Ad ID: 1222343075 "," Andheri East, Mumbai ", Rajdoot Bobby GTS , Brand: Other Brands Year: 1983 KM Driven: 46 km 
 15000 Kms 2015 year KTM RC ,95000," Added via phone Yesterday, Ad ID: 1213916127 "," Byculla, Mumbai ", 15000 Kms 2015 year KTM RC ," Brand: Other Brands Year: 2015 KM Driven: 15,000 km "
 Honda CB 43500 Kms 2013 year ,48000," Added via phone Yesterday, Ad ID: 1190459377 "," Antop Hill, Mumbai ", Honda CB 43500 Kms 2013 year ," Brand: Honda Model: CB Year: 2013 KM Driven: 43,500 km "
 Hero Honda Karizma 17800 Kms 2009 year ,25000," Added via phone Yesterday, Ad ID: 1222344231 "," Nalasopara West, Mumbai ", Hero Honda Karizma 17800 Kms 2009 year ," Brand: Hero Honda Model: Karizma Year: 2009 KM Driven: 17,800 km "
 KTM 390 Duke ABS 10000 Kms 2015 year ,165000," Added via phone Yesterday, Ad ID: 1171689309 "," Samata Nagar, Mumbai ", KTM 390 Duke ABS 10000 Kms 2015 year ," Brand: KTM Model: 390 Duke ABS Year: 2015 KM Driven: 9,400 km "
 Bajaj Avenger 17466 Kms 2013 year ,70000," Added via phone Yesterday, Ad ID: 1222348539 "," Nehru Road, Mumbai ", Bajaj Avenger 17466 Kms 2013 year ," Brand: Bajaj Model: Avenger Year: 2013 KM Driven: 17,466 km "
 2017 Hero Passion 4100 Kms ,50000," Added via phone Yesterday, Ad ID: 1222352223 "," Vikhroli East, Mumbai ", 2017 Hero Passion 4100 Kms ," Brand: Hero Model: Passion Year: 2017 KM Driven: 4,100 km "
 Bajaj Pulsar 180 DTS-i 5000 km ,65000," Added Yesterday, Ad ID: 1222351543 "," Andheri West, Mumbai ", Bajaj Pulsar 180 DTS-i 5000 km ," Brand: Bajaj Model: Pulsar Year: 2016 KM Driven: 5,000 km "
 Yamaha FZ 39793 Kms 2009 year ,24000," Added via phone Yesterday, Ad ID: 1222355797 "," Verma Nagar, Mumbai ", Yamaha FZ 39793 Kms 2009 year ," Brand: Yamaha Model: FZ Year: 2009 KM Driven: 39,793 km "
 Hero Honda Karizma 5000 Kms 2008 year ,23000," Added via phone Yesterday, Ad ID: 1222352713 "," Panth Nagar, Mumbai ", Hero Honda Karizma 5000 Kms 2008 year ," Brand: Hero Honda Model: Karizma Year: 2008 KM Driven: 5,000 km "
 Bajaj Pulsar 60000 Kms 2014 year ,34500," Added via phone Yesterday, Ad ID: 1222356145 "," Ghatkopar West, Mumbai ", Bajaj Pulsar 60000 Kms 2014 year ," Brand: Bajaj Model: Pulsar Year: 2014 KM Driven: 60,000 km "
 2014 KTM 390 Duke ABS 30000 Kms ,125000," Added via phone Yesterday, Ad ID: 1222354583 "," Dahisar East, Mumbai ", 2014 KTM 390 Duke ABS 30000 Kms ," Brand: KTM Model: 390 Duke ABS Year: 2014 KM Driven: 30,000 km "
 2012 Honda CB 35000 Kms ,33000," Added via phone Yesterday, Ad ID: 1222342733 "," Dahisar East, Mumbai ", 2012 Honda CB 35000 Kms ," Brand: Honda Model: CB Year: 2012 KM Driven: 35,000 km "
 Royal Enfield Bullet 2555 Kms 1988 year ,140000," Added via phone Yesterday, Ad ID: 1219338853 "," Borivali West, Mumbai ", Royal Enfield Bullet 2555 Kms 1988 year ," Brand: Royal Enfield Model: Bullet Year: 1988 KM Driven: 2,555 km "
 2017 Honda Others 3700 Kms ,62000," Added via phone Yesterday, Ad ID: 1222360535 "," Bhandup West, Mumbai ", 2017 Honda Others 3700 Kms ," Brand: Honda Model: Others Year: 2017 KM Driven: 3,700 km "
 2007 Royal Enfield Bullet 29000 Kms ,78600," Added via phone Yesterday, Ad ID: 1183474651 "," kidwai Nagar, Mumbai ", 2007 Royal Enfield Bullet 29000 Kms ," Brand: Royal Enfield Model: Bullet Year: 2007 KM Driven: 32,100 km "
 2017 Royal Enfield Classic 5000 Kms ,180000," Added via phone Yesterday, Ad ID: 1222360987 "," Kanakia Road, Mumbai ", 2017 Royal Enfield Classic 5000 Kms ," Brand: Royal Enfield Model: Classic Year: 2017 KM Driven: 5,000 km "
 2006 Bajaj Pulsar 44000 Kms ,11111," Added via phone Yesterday, Ad ID: 1222360013 "," Andheri West, Mumbai ", 2006 Bajaj Pulsar 44000 Kms ," Brand: Bajaj Model: Pulsar Year: 2006 KM Driven: 44,000 km "
 2015 Yamaha FZS 9000 Kms ,70000," Added via phone Yesterday, Ad ID: 1222360875 "," Andheri West, Mumbai ", 2015 Yamaha FZS 9000 Kms ," Brand: Yamaha Model: FZS Year: 2015 KM Driven: 9,000 km "
 Honda CB 47000 Kms 2013 year ,40000," Added via phone Yesterday, Ad ID: 1222358453 "," Borivali West, Mumbai ", Honda CB 47000 Kms 2013 year ," Brand: Honda Model: CB Year: 2014 KM Driven: 47,000 km "
 Honda CB 45000 Kms 2014 year ,37000," Added via phone Yesterday, Ad ID: 1222358119 "," Upper Parel, Mumbai ", Honda CB 45000 Kms 2014 year ," Brand: Honda Model: CB Year: 2014 KM Driven: 45,000 km "
 2012 Honda Others 14000 Kms ,30000," Added via phone Yesterday, Ad ID: 1222361549 "," Ghatkopar West, Mumbai ", 2012 Honda Others 14000 Kms ," Brand: Honda Model: Others Year: 2012 KM Driven: 14,000 km "
 Kawasaki ninja 650 2017 and model Single owner ,560000," Added via phone Yesterday, Ad ID: 1217408525 "," Dadar East, Mumbai ", Kawasaki ninja 650 2017 and model Single owner ," Brand: Other Brands Year: 2017 KM Driven: 4,500 km "
 2006 Hero Honda Passion 50000 Kms ,12500," Added via phone Yesterday, Ad ID: 1222368591 "," Mumbai Central, Mumbai ", 2006 Hero Honda Passion 50000 Kms ," Brand: Hero Honda Model: Passion Year: 2006 KM Driven: 50,000 km "
 2014 Royal Enfield Classic 7800 Kms ,115000," Added via phone Yesterday, Ad ID: 1222362349 "," Borivali West, Mumbai ", 2014 Royal Enfield Classic 7800 Kms ," Brand: Royal Enfield Model: Classic Year: 2014 KM Driven: 7,800 km "
 2015 Bajaj Pulsar 10000 Kms ,55000," Added via phone Yesterday, Ad ID: 1222363045 "," Mulund West, Mumbai ", 2015 Bajaj Pulsar 10000 Kms ," Brand: Bajaj Model: Pulsar Year: 2015 KM Driven: 10,000 km "
 2017 Royal Enfield Bullet 7000 Kms ,130000," Added via phone Yesterday, Ad ID: 1222261097 "," Mira Road, Mumbai ", 2017 Royal Enfield Bullet 7000 Kms ," Brand: Royal Enfield Model: Bullet Year: 2017 KM Driven: 7,000 km "
 2007 Yamaha YBR 22035 Kms ,39000," Added via phone Yesterday, Ad ID: 1222264527 "," Reay Road, Mumbai ", 2007 Yamaha YBR 22035 Kms ," Brand: Yamaha Model: YBR Year: 2007 KM Driven: 22,035 km "
 2006 Bajaj Pulsar 40000 Kms ,16000," Added via phone Yesterday, Ad ID: 1222266089 "," Andheri East, Mumbai ", 2006 Bajaj Pulsar 40000 Kms ," Brand: Bajaj Model: Pulsar Year: 2006 KM Driven: 40,000 km "
 Royal Enfield Thunderbird 25250 Kms 2013 year ,90000," Added via phone Yesterday, Ad ID: 1218425237 "," Mulund West, Mumbai ", Royal Enfield Thunderbird 25250 Kms 2013 year ," Brand: Royal Enfield Model: Thunderbird Year: 2013 KM Driven: 25,200 km "
 2007 Royal Enfield Bullet 30000 Kms ,150000," Added via phone Yesterday, Ad ID: 1222279233 "," Jogeshwari West, Mumbai ", 2007 Royal Enfield Bullet 30000 Kms ," Brand: Royal Enfield Model: Bullet Year: 2007 KM Driven: 30,000 km "
 2016 Yamaha FZS 13000 Kms ,62000," Added via phone Yesterday, Ad ID: 1222277351 "," Vijaykar Wadi, Mumbai ", 2016 Yamaha FZS 13000 Kms ," Brand: Yamaha Model: FZS Year: 2016 KM Driven: 13,000 km "
 2007 Bajaj Pulsar 81490 Kms ,22000," Added via phone Yesterday, Ad ID: 1222267565 "," Wadala East, Mumbai ", 2007 Bajaj Pulsar 81490 Kms ," Brand: Bajaj Model: Pulsar Year: 2007 KM Driven: 81,490 km "
 2018 Royal Enfield Bullet 2500 Kms ,140000," Added via phone Yesterday, Ad ID: 1222269079 "," Vidyavihar West, Mumbai ", 2018 Royal Enfield Bullet 2500 Kms ," Brand: Royal Enfield Model: Bullet Year: 2018 KM Driven: 2,500 km "
" Oct 2011 Bajaj Avenger 220cc 35000 Kms, new battery, new tyres. ",40000," Added via phone Yesterday, Ad ID: 1219486497 "," Dahisar East, Mumbai "," Oct 2011 Bajaj Avenger 220cc 35000 Kms, new battery, new tyres. "," Brand: Bajaj Model: Avenger Year: 2011 KM Driven: 35,000 km "
 2013 Honda CB 25000 Kms ,42000," Added via phone Yesterday, Ad ID: 1222276383 "," Vijaykar Wadi, Mumbai ", 2013 Honda CB 25000 Kms ," Brand: Honda Model: CB Year: 2013 KM Driven: 25,000 km "
 2008 Honda Others 30000 Kms ,16500," Added via phone Yesterday, Ad ID: 1222268983 "," Borivali West, Mumbai ", 2008 Honda Others 30000 Kms ," Brand: Honda Model: Others Year: 2008 KM Driven: 30,000 km "
 2012 Bajaj Pulsar 59000 Kms ,31000," Added via phone Yesterday, Ad ID: 1222281225 "," Mumbai Central, Mumbai ", 2012 Bajaj Pulsar 59000 Kms ," Brand: Bajaj Model: Pulsar Year: 2012 KM Driven: 59,000 km "
 Bajaj Pulsar 60000 Kms 2012 year ,40000," Added via phone Yesterday, Ad ID: 1222281231 "," Guru Teg Bahadur Nagar, Mumbai ", Bajaj Pulsar 60000 Kms 2012 year ," Brand: Bajaj Model: Pulsar Year: 2012 KM Driven: 60,000 km "
 2014 Hero Honda Others 25000 Kms ,32000," Added via phone Yesterday, Ad ID: 1222282653 "," Gokuldham, Mumbai ", 2014 Hero Honda Others 25000 Kms ," Brand: Hero Honda Model: Others Year: 2014 KM Driven: 25,000 km "
 2010 Yamaha FZ 24000 Kms ,35000," Added via phone Yesterday, Ad ID: 1222281737 "," Antop Hill, Mumbai ", 2010 Yamaha FZ 24000 Kms ," Brand: Yamaha Model: FZ Year: 2010 KM Driven: 24,000 km "
 2018 Royal Enfield Classic 500 Kms ,175000," Added via phone Yesterday, Ad ID: 1222288101 "," Vakola, Mumbai ", 2018 Royal Enfield Classic 500 Kms , Brand: Royal Enfield Model: Classic Year: 2018 KM Driven: 500 km 
 Nsjejjsjsjkkekk Nsjejj ,60000," Added via phone Yesterday, Ad ID: 1222285063 "," Erangal, Mumbai ", Nsjejjsjsjkkekk Nsjejj ," Brand: Other Brands Year: 2016 KM Driven: 5,000 km "
 Royal Enfield Classic 12000 Kms 2011 year ,90000," Added via phone Yesterday, Ad ID: 1222290273 "," Mahalakshmi, Mumbai ", Royal Enfield Classic 12000 Kms 2011 year ," Brand: Royal Enfield Model: Classic Year: 2011 KM Driven: 12,000 km "
 Honda Dream Yuga 6669 Kms 2017 year ,48000," Added via phone Yesterday, Ad ID: 1222290241 "," MIDC, Mumbai ", Honda Dream Yuga 6669 Kms 2017 year ," Brand: Honda Model: Dream Yuga Year: 2017 KM Driven: 6,669 km "
 1972 Royal Enfield Bullet 2500 Kms ,120000," Added via phone Yesterday, Ad ID: 1222299313 "," Mahalakshmi, Mumbai ", 1972 Royal Enfield Bullet 2500 Kms ," Brand: Royal Enfield Model: Bullet Year: 1972 KM Driven: 2,500 km "
 2016 KTM Duke 200 22000 Kms ,85000," Added via phone Yesterday, Ad ID: 1222295043 "," Bhayandar East, Mumbai ", 2016 KTM Duke 200 22000 Kms ," Brand: KTM Model: Duke 200 Year: 2016 KM Driven: 22,000 km "
 2011 Yamaha 500000 Kms ,30000," Added via phone Yesterday, Ad ID: 1222297083 "," Malad West, Mumbai ", 2011 Yamaha 500000 Kms ," Brand: Yamaha Model: YZF R Year: 2011 KM Driven: 5,00,000 km "
 2012 Yamaha Others 26000 Kms ,50000," Added via phone Yesterday, Ad ID: 1222300651 "," Byculla, Mumbai ", 2012 Yamaha Others 26000 Kms ," Brand: Yamaha Model: Others Year: 2012 KM Driven: 26,000 km "
 2015 Royal Enfield Classic 8900 Kms ,117000," Added via phone Yesterday, Ad ID: 1222300597 "," Byculla, Mumbai ", 2015 Royal Enfield Classic 8900 Kms ," Brand: Royal Enfield Model: Classic Year: 2015 KM Driven: 8,900 km "
 Honda Dream Yuga 38000 Kms 2012 year ,26000," Added via phone Yesterday, Ad ID: 1222300235 "," Andheri West, Mumbai ", Honda Dream Yuga 38000 Kms 2012 year ," Brand: Honda Model: Dream Yuga Year: 2012 KM Driven: 38,000 km "
 Bajaj Others 7682 Kms 2016 year ,98000," Added via phone Yesterday, Ad ID: 1222303655 "," Vikhroli West, Mumbai ", Bajaj Others 7682 Kms 2016 year ," Brand: Bajaj Model: Others Year: 2016 KM Driven: 7,682 km "
 Yamaha YZF R 20000 Kms 2014 year version. 2 ,55000," Added via phone Yesterday, Ad ID: 1222307295 "," Vijaykar Wadi, Mumbai ", Yamaha YZF R 20000 Kms 2014 year version. 2 ," Brand: Yamaha Model: YZF R Year: 2014 KM Driven: 20,000 km "
 2011 Hero Honda Splendor 45000 Kms ,18000," Added via phone Yesterday, Ad ID: 1222312373 "," Santacruz West, Mumbai ", 2011 Hero Honda Splendor 45000 Kms ," Brand: Hero Honda Model: Splendor Year: 2011 KM Driven: 45,000 km "
 Armex sport halmet black frame only hardly used ,5000," Added via phone Yesterday, Ad ID: 1222309491 "," Vivekanand Nagar, Mumbai ", Armex sport halmet black frame only hardly used , Brand: Other Brands Year: 2017 KM Driven: 200 km 
 Bajaj Avenger 7800 Kms 2015 year ,78000," Added via phone Yesterday, Ad ID: 1222304931 "," Goregaon West, Mumbai ", Bajaj Avenger 7800 Kms 2015 year ," Brand: Bajaj Model: Avenger Year: 2015 KM Driven: 7,800 km "
 Bajaj Pulsar 27000 Kms 2011 year ,22000," Added via phone Yesterday, Ad ID: 1210792683 "," Sewri, Mumbai ", Bajaj Pulsar 27000 Kms 2011 year ," Brand: Bajaj Model: Pulsar Year: 2011 KM Driven: 27,000 km "
 Hero Honda Karizma 19000 Kms 2013 year ,55000," Added via phone Yesterday, Ad ID: 1207039777 "," Nalasopara East, Mumbai ", Hero Honda Karizma 19000 Kms 2013 year ," Brand: Hero Honda Model: Karizma Year: 2013 KM Driven: 19,000 km "
 Honda CB 24535 Kms 2013 year ,32000," Added via phone Yesterday, Ad ID: 1195028897 "," Borivali East, Mumbai ", Honda CB 24535 Kms 2013 year ," Brand: Honda Model: CB Year: 2013 KM Driven: 24,535 km "
 KTM Duke 200 18000 Kms 2012 year ,71999," Added via phone Yesterday, Ad ID: 1222218623 "," Vivekanand Nagar, Mumbai ", KTM Duke 200 18000 Kms 2012 year ," Brand: KTM Model: Duke 200 Year: 2012 KM Driven: 18,000 km "
 Honda CB 14215 Kms 2014 year ,45000," Added via phone Yesterday, Ad ID: 1147078287 "," Borivali East, Mumbai ", Honda CB 14215 Kms 2014 year ," Brand: Honda Model: CB Year: 2014 KM Driven: 14,215 km "
 Hyosung gt250r 2013 genuine buyers only( don't waste my time) ,180000," Added via phone Yesterday, Ad ID: 1105408529 "," Khar West, Mumbai ", Hyosung gt250r 2013 genuine buyers only( don't waste my time) ," Brand: Other Brands Year: 2013 KM Driven: 15,000 km "
 Bajaj Discover 64975 Kms 2012 year ,18000," Added via phone Yesterday, Ad ID: 1222318669 "," Ambarnath, Mumbai ", Bajaj Discover 64975 Kms 2012 year ," Brand: Bajaj Model: Discover Year: 2012 KM Driven: 64,975 km "
 Yamaha YZF R 17500 Kms 2015 year ,68500," Added via phone Yesterday, Ad ID: 1222319365 "," Andheri West, Mumbai ", Yamaha YZF R 17500 Kms 2015 year ," Brand: Yamaha Model: YZF R Year: 2015 KM Driven: 17,500 km "
 2011 Bajaj Avenger 27715 Kms ,34000," Added via phone Yesterday, Ad ID: 1222291515 "," Kashimira, Mumbai ", 2011 Bajaj Avenger 27715 Kms ," Brand: Bajaj Model: Avenger Year: 2011 KM Driven: 27,715 km "
 Bajaj Pulsar 30000 Kms 2014 year ,48000," Added via phone Yesterday, Ad ID: 1222321175 "," Chembur, Mumbai ", Bajaj Pulsar 30000 Kms 2014 year ," Brand: Bajaj Model: Pulsar Year: 2014 KM Driven: 30,000 km "
 Brand New Suzuki Hayabusa Bike With Licences And Registration ,700000," Added Yesterday, Ad ID: 1222220477 "," Mumbai Central, Mumbai ", Brand New Suzuki Hayabusa Bike With Licences And Registration , Brand: Suzuki Model: Hayabusa Year: 2017 KM Driven: 312 km 
 2017 KTM Duke 200 0010 Kms ,140000," Added via phone Yesterday, Ad ID: 1222225167 "," Mumbai Central, Mumbai ", 2017 KTM Duke 200 0010 Kms , Brand: KTM Model: Duke 200 Year: 2017 KM Driven: 10 km 
 2011 Bajaj Pulsar 30000 Kms ,35000," Added via phone Yesterday, Ad ID: 1222220897 "," Tagore Nagar, Mumbai ", 2011 Bajaj Pulsar 30000 Kms ," Brand: Bajaj Model: Pulsar Year: 2011 KM Driven: 30,000 km "
 NS 200 for Sale ,85000," Added Yesterday, Ad ID: 1222224197 "," Chunabhatti, Mumbai ", NS 200 for Sale ," Brand: Bajaj Model: Pulsar Year: 2017 KM Driven: 4,000 km "
 2011 Bajaj Avenger 9999 Kms ,48499," Added via phone Yesterday, Ad ID: 1222219771 "," Vidyavihar West, Mumbai ", 2011 Bajaj Avenger 9999 Kms ," Brand: Bajaj Model: Avenger Year: 2011 KM Driven: 9,999 km "
